38.03132044904403,-121.8693691690693,-14.63,1950,NOAA
38.03122044206013,-121.86956919269622,-0.63,1950,NOAA
38.03152046504538,-121.8692692435647,-24.63,1950,NOAA
38.03152037615811,-121.8695692544096,-24.63,1950,NOAA
38.03152040622039,-121.86976922229002,-24.64,1950,NOAA
38.03182039801339,-121.86926919009844,-27.63,1942,NOAA
38.03172042147261,-121.86966918365397,-25.64,1942,NOAA
38.031820428598984,-121.86946915878167,-32.63,1950,NOAA
38.03182042933172,-121.86976916947815,-28.64,1950,NOAA
38.03182037005091,-121.86996925349334,-27.64,1950,NOAA
38.031620443551866,-121.87006917615278,-17.64,1950,NOAA
38.03182036950727,-121.8702692642218,-24.64,1950,NOAA
38.031720451113166,-121.87046928665627,-19.64,1950,NOAA
38.032120391911455,-121.86936917761963,-32.63,1950,NOAA
38.03212045125381,-121.86916920673954,-33.63,1950,NOAA
38.03192037544465,-121.86916920655183,-31.63,1950,NOAA
38.0321204234353,-121.86956926104912,-33.63,1950,NOAA
38.03202041505903,-121.86976917268983,-33.64,1942,NOAA
38.03212042393186,-121.8698692729759,-34.64,1950,NOAA
38.03202038519004,-121.87016922650642,-33.64,1950,NOAA
38.03202044536694,-121.87026926740926,-30.64,1950,NOAA
38.031920406890535,-121.87026920885432,-26.64,1942,NOAA
38.03202038414887,-121.87046923806368,-31.64,1950,NOAA
38.03232040786888,-121.8692692509732,-32.63,1950,NOAA
38.03232040914401,-121.86956926369653,-33.63,1950,NOAA
38.032320438475836,-121.86946922101608,-30.63,1942,NOAA
38.03242035690866,-121.86986922189477,-32.64,1950,NOAA
38.03232037888602,-121.86996920520158,-33.64,1950,NOAA
38.03222037092782,-121.87016923079227,-35.64,1942,NOAA
38.0324203864992,-121.87006919223539,-34.64,1950,NOAA
38.03232037837465,-121.87026921796988,-36.64,1950,NOAA
38.03232043847291,-121.87036925928305,-35.64,1950,NOAA
38.032620430907684,-121.86926919603866,-34.63,1950,NOAA
38.03242038528113,-121.86916926672974,-31.63,1950,NOAA
38.03262043220226,-121.86956920998605,-31.63,1950,NOAA
38.03242038681788,-121.86946927985453,-33.63,1950,NOAA
38.032620432731115,-121.86986922395272,-33.64,1950,NOAA
38.03252039536832,-121.86986927988887,-33.64,1942,NOAA
38.03252042496307,-121.87006925050154,-32.64,1950,NOAA
38.03262037147204,-121.87036921022043,-35.64,1950,NOAA
38.032620402573066,-121.87026928104203,-33.64,1942,NOAA
38.03252042420921,-121.87036926409236,-34.64,1950,NOAA
38.032820387435976,-121.86936924119227,-30.63,1942,NOAA
38.03292036491631,-121.86926925638565,-32.63,1950,NOAA
38.032820358199984,-121.8694692845508,-31.63,1950,NOAA
38.03292036623003,-121.8695692715567,-27.63,1950,NOAA
38.032720381076516,-121.86986928332477,-31.64,1950,NOAA
38.03282035793274,-121.87006920019459,-33.64,1950,NOAA
38.032820388295065,-121.8702692855589,-32.64,1950,NOAA
38.03322038792499,-121.86926920138897,-13.63,1950,NOAA
38.03322038792499,-121.86926920138897,-3.63,1942,NOAA
38.03302034388102,-121.86946928687836,-27.63,1950,NOAA
38.033020343595325,-121.8697691885426,-30.64,1942,NOAA
38.033220389825615,-121.8698692341984,-31.64,1950,NOAA
38.03302040413414,-121.8698692307969,-36.64,1950,NOAA
38.03312041152769,-121.86966920260751,-37.64,1950,NOAA
38.033120352267964,-121.87016930618111,-31.64,1950,NOAA
38.033120382093315,-121.8700692623997,-29.64,1942,NOAA
38.03322041874174,-121.87036922316126,-24.64,1950,NOAA
38.031820398391545,-121.87046923294828,-24.64,1950,NOAA
38.03202038234197,-121.87076924964022,-22.64,1950,NOAA
38.03212038929036,-121.8708692373816,-23.64,1950,NOAA
38.032320346829536,-121.87066927346096,-36.64,1950,NOAA
38.03222036810545,-121.87076925555786,-32.64,1950,NOAA
38.03232037709758,-121.87056923075745,-35.64,1942,NOAA
38.03222042982538,-121.87056928434703,-36.64,1950,NOAA
38.032220427776,-121.87086929674611,-30.64,1942,NOAA
38.03222039615629,-121.87096922539361,-30.64,1950,NOAA
38.03232034453137,-121.87096928627413,-31.64,1950,NOAA
38.032220362220215,-121.8713692804005,-22.64,1950,NOAA
38.03242037886433,-121.87126924508189,-31.64,1950,NOAA
38.0323204277489,-121.87156931057561,-22.64,1950,NOAA
38.032420406073165,-121.87146921548315,-27.64,1942,NOAA
38.03232036867196,-121.87146926923577,-27.64,1950,NOAA
38.03252039124642,-121.87076920675345,-36.64,1950,NOAA
38.03252036284245,-121.87056923611057,-36.64,1950,NOAA
38.03252038870606,-121.87106922038916,-36.64,1942,NOAA
38.032620399291446,-121.87086930908445,-36.64,1950,NOAA
38.03242038192164,-121.87096923184139,-34.64,1950,NOAA
38.032520417353325,-121.87126930498054,-33.64,1950,NOAA
38.03262033707826,-121.87106928139556,-36.64,1950,NOAA
38.0327203711724,-121.87136924155915,-34.64,1950,NOAA
38.032620360825625,-121.87156926640756,-33.64,1950,NOAA
38.032720394747884,-121.87186934121071,-33.64,1950,NOAA
38.032420343924294,-121.8716693012023,-22.64,1950,NOAA
38.03262038244631,-121.87206925147345,-25.64,1950,NOAA
38.03252040895409,-121.8718693323356,-25.64,1950,NOAA
38.032620414992614,-121.87196932225935,-22.64,1942,NOAA
38.03262039590443,-121.87286936467937,0.36,1942,NOAA
38.03272034858063,-121.87056924145007,-31.64,1950,NOAA
38.03272037699319,-121.87076921263673,-34.64,1950,NOAA
38.032820415466695,-121.8707692718451,-31.64,1942,NOAA
38.03292036021856,-121.87106923377385,-32.64,1950,NOAA
38.03272034378066,-121.87116927034653,-36.64,1950,NOAA
38.03282034660326,-121.87156927445979,-35.64,1950,NOAA
38.03282040965849,-121.8713693015838,-35.64,1950,NOAA
38.03272039931754,-121.87156932670767,-33.64,1942,NOAA
38.0328203733188,-121.87176924596163,-37.64,1950,NOAA
38.032920352892006,-121.8716692643666,-33.64,1950,NOAA
